1, 2061586423808, 1048576, 183474420
2, 0, 1048576, 183474420
3, 2061586698240, 1048576, 182772580
4, 2061586796544, 1048576, 182772580
5, 2061586862080, 1048576, 182772580
6, 1099512283136, 65536, 18215000
7, 1099512807424, 65536, 18215000
8, 1099511758848, 65536, 18215000
9, 1099512020992, 65536, 18215000
10, 1099512545280, 65536, 18215000
11, 1099513069568, 65536, 18215000
12, 1099513331712, 65536, 18215000
13, 1099512152064, 65536, 18215000
14, 1099512676352, 65536, 18215000
15, 1099513593856, 65536, 18215000
16, 1099513200640, 65536, 18215000
17, 1099511627776, 65536, 18215000
18, 1099512217600, 65536, 18215000
19, 1099512414208, 65536, 18215000
20, 1099512872960, 65536, 18215000
21, 1099511693312, 65536, 18215000
22, 1099512348672, 65536, 18215000
23, 1099512741888, 65536, 18215000
24, 1099511824384, 65536, 18215000
25, 1099512938496, 65536, 18215000
26, 1099513266176, 65536, 18215000
27, 1099513004032, 65536, 18215000
28, 1099529125888, 65536, 18215000
29, 1099528929280, 65536, 18215000
30, 1099528404992, 65536, 18215000
31, 1099530043392, 65536, 18215000
32, 1099530174464, 65536, 18215000
33, 1099529715712, 65536, 18215000
34, 1099529846784, 65536, 18215000
35, 1099530240000, 65536, 18215000
36, 1099528536064, 65536, 18215000
37, 1099528667136, 65536, 18215000
38, 1099529060352, 65536, 18215000
39, 1099529322496, 65536, 18215000
40, 1099529977856, 65536, 18215000
41, 1099528470528, 65536, 18215000
42, 1099529781248, 65536, 18215000
43, 1099530108928, 65536, 18215000
44, 1099528601600, 65536, 18215000
45, 1099515428864, 65536, 18215000
46, 1099515691008, 65536, 18215000
47, 1099513856000, 65536, 18215000
48, 1099514118144, 65536, 18215000
49, 1099515297792, 65536, 18215000
50, 1099515559936, 65536, 18215000
51, 1099514642432, 65536, 18215000
52, 1099515166720, 65536, 18215000
53, 1099514380288, 65536, 18215000
54, 1099514904576, 65536, 18215000
55, 1099515363328, 65536, 18215000
56, 1099514249216, 65536, 18215000
57, 1099515494400, 65536, 18215000
58, 1099531878400, 65536, 18215000
59, 1099532402688, 65536, 18215000
60, 1099531354112, 65536, 18215000
61, 1099531943936, 65536, 18215000
62, 1099532468224, 65536, 18215000
63, 1099531026432, 65536, 18215000
64, 1099531419648, 65536, 18215000
65, 1099532075008, 65536, 18215000
66, 1099532337152, 65536, 18215000
67, 1099531812864, 65536, 18215000
68, 1099530502144, 65536, 18215000
69, 1099531091968, 65536, 18215000
70, 1099531223040, 65536, 18215000
71, 1099532533760, 65536, 18215000
72, 1099531157504, 65536, 18215000
73, 1099531288576, 65536, 18215000
74, 1099532140544, 65536, 18215000
75, 1099516215296, 65536, 18215000
76, 1099516739584, 65536, 18215000
77, 1099516608512, 65536, 18215000
78, 1099515822080, 65536, 18215000
79, 1099516084224, 65536, 18215000
80, 1099516346368, 65536, 18215000
81, 1099517001728, 65536, 18215000
82, 1099517263872, 65536, 18215000
83, 1099517788160, 65536, 18215000
84, 1099515953152, 65536, 18215000
85, 1099516477440, 65536, 18215000
86, 1099516870656, 65536, 18215000
87, 1099517132800, 65536, 18215000
88, 1099517394944, 65536, 18215000
89, 1099517657088, 65536, 18215000
90, 1099517526016, 65536, 18215000
91, 1099516149760, 65536, 18215000
92, 1099516280832, 65536, 18215000
93, 1099516674048, 65536, 18215000
